City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
398,Jos,9.9167,8.9,58.64,32,0,6.22,NG,2023-12-11 02:51:48
399,Kayangel,8.0823,134.7173,83.71,78,12,15.61,PW,2023-12-11 02:49:58
400,Kegeyli Shahar,42.7767,59.6078,14.09,67,100,20.22,UZ,2023-12-11 02:51:48
401,Mbandaka,0.0487,18.2603,71.64,95,97,1.92,CD,2023-12-11 02:51:48
402,Timimoun,29.2639,0.231,48.58,53,0,4.61,DZ,2023-12-11 02:51:48
403,Taksimo,56.3444,114.8794,-21.77,83,39,0.31,RU,2023-12-11 02:51:48
404,Fort St. John,56.2499,-120.8529,24.69,74,20,3.44,CA,2023-12-11 02:51:48
405,Bubaque,11.2833,-15.8333,82.65,61,100,9.04,GW,2023-12-11 02:49:56
406,Shanhecun,44.7,127.2,5.14,67,100,5.97,CN,2023-12-11 02:51:49
407,Baharly,38.4362,57.4316,57.2,47,52,10.85,TM,2023-12-11 02:51:49
408,Las Cruces,32.3123,-106.7783,41.76,28,0,4.0,US,2023-12-11 02:50:51
409,Yaransk,57.3033,47.8861,-5.28,87,100,11.52,RU,2023-12-11 02:51:49
410,Savannah,32.0835,-81.0998,64.36,94,100,9.22,US,2023-12-11 02:47:29
411,Kostomuksha,64.571,30.5767,10.04,94,99,8.99,RU,2023-12-11 02:51:49
412,Inonu,37.3167,33.7667,42.82,68,100,6.26,TR,2023-12-11 02:51:49
413,Pades,45.0167,22.85,35.51,92,75,1.39,RO,2023-12-11 02:51:49
414,Beitbridge,-22.2167,30.0,71.28,87,97,13.18,ZW,2023-12-11 02:51:49
415,Buta,2.7858,24.73,69.12,99,96,0.69,CD,2023-12-11 02:51:49
416,Belcesti,47.3,27.0833,30.56,89,100,3.38,RO,2023-12-11 02:51:49
417,Dakar,14.6937,-17.4441,72.48,72,100,15.32,SN,2023-12-11 02:49:25
418,Zacatlan,19.9333,-97.9667,41.74,98,100,2.84,MX,2023-12-11 02:51:50
419,San Justo,-30.7891,-60.5919,67.95,80,0,8.21,AR,2023-12-11 02:51:50
420,Praia Da Vitoria,38.7333,-27.0667,61.75,77,20,12.41,PT,2023-12-11 02:49:38
421,Bayanhongor,46.7167,100.1167,-1.16,91,99,1.9,MN,2023-12-11 02:49:51
422,East London,-33.0153,27.9116,62.24,74,92,4.07,ZA,2023-12-11 02:49:40
423,Vacaria,-28.5122,-50.9339,54.75,98,35,3.85,BR,2023-12-11 02:51:50
424,Mermoz Boabab,14.7065,-17.4758,72.16,73,100,15.73,SN,2023-12-11 02:51:50
425,Acapulco De Juarez,16.8634,-99.8901,82.22,83,100,4.61,MX,2023-12-11 02:47:06
426,Mudgee,-32.5943,149.5871,100.08,18,38,3.6,AU,2023-12-11 02:51:50
427,Alva,56.1528,-3.8051,41.02,90,100,3.8,GB,2023-12-11 02:51:50
428,Karpinsk,59.7654,60.0085,-35.54,100,56,1.59,RU,2023-12-11 02:51:50
429,Priargunsk,50.3691,119.1012,-30.84,97,60,2.06,RU,2023-12-11 02:51:50
430,Kiunga,-6.1219,141.2906,87.37,64,97,1.21,PG,2023-12-11 02:50:09
431,Port Lincoln,-34.7333,135.8667,63.88,88,100,13.58,AU,2023-12-11 02:49:41
432,Bodo,67.28,14.405,24.84,68,100,19.57,NO,2023-12-11 02:49:46
433,Tweed Heads,-28.1817,153.547,84.96,53,19,10.36,AU,2023-12-11 02:51:51
434,Ancud,-41.8697,-73.8203,52.23,91,100,2.04,CL,2023-12-11 02:49:37
435,Tindouf,27.6711,-8.1474,55.85,35,0,4.61,DZ,2023-12-11 02:51:51
436,Tukrah,32.5341,20.5791,61.79,80,47,20.94,LY,2023-12-11 02:51:51
437,Ta`U,-14.2336,-169.5144,77.27,92,100,19.15,AS,2023-12-11 02:49:40
438,Vilhena,-12.7406,-60.1458,70.43,94,100,4.72,BR,2023-12-11 02:51:51
439,Namtsy,62.7161,129.6658,-20.94,89,100,9.78,RU,2023-12-11 02:50:25
440,Saldanha,-33.0117,17.9442,57.25,88,0,12.59,ZA,2023-12-11 02:50:20
441,Namie,37.4833,141.0,53.71,79,100,7.49,JP,2023-12-11 02:51:51
442,Yoloten,37.2989,62.3597,50.63,43,10,7.7,TM,2023-12-11 02:51:51
443,Dawukou,39.0419,106.3958,33.8,34,100,3.0,CN,2023-12-11 02:51:51
444,Nadi,-17.8,177.4167,86.0,42,75,14.97,FJ,2023-12-11 02:51:43
445,Impfondo,1.6381,18.0667,72.88,89,100,0.85,CG,2023-12-11 02:51:51
446,Tabuk,17.4189,121.4443,83.97,68,8,5.23,PH,2023-12-11 02:51:52
447,Nuku'Alofa,-21.1333,-175.2,82.74,57,40,6.91,TO,2023-12-11 02:49:48
448,Gulf Shores,30.246,-87.7008,52.0,67,0,8.05,US,2023-12-11 02:50:01
449,Caluula,11.9661,50.7569,77.25,65,3,9.86,SO,2023-12-11 02:51:52
450,Kuroiso,36.9667,140.05,47.23,80,100,3.71,JP,2023-12-11 02:51:52
451,Yakakent,41.6325,35.5289,52.88,69,100,4.25,TR,2023-12-11 02:51:52
452,Vilyuchinsk,52.9306,158.4028,34.07,89,100,8.9,RU,2023-12-11 02:49:49
453,Kyaikto,17.3,97.0167,82.22,74,5,4.38,MM,2023-12-11 02:51:52
454,Malagon,39.2139,-4.0005,48.63,92,0,3.83,ES,2023-12-11 02:51:52
455,Korem,12.5058,39.5228,47.89,73,2,0.54,ET,2023-12-11 02:51:52
456,Puerto Ayacucho,5.6639,-67.6236,78.66,83,88,3.62,VE,2023-12-11 02:49:54
457,Mugia,43.1041,-9.2179,64.9,86,100,24.36,ES,2023-12-11 02:50:19
458,Kavaratti,10.5669,72.642,83.41,73,100,6.6,IN,2023-12-11 02:49:39
459,Margate,51.3813,1.3862,52.11,74,80,15.01,GB,2023-12-11 02:42:57
460,Mil'Kovo,55.6078,37.7956,16.34,94,99,10.38,RU,2023-12-11 02:51:52
461,Pacific Grove,36.6177,-121.9166,58.42,57,0,5.75,US,2023-12-11 02:49:48
462,Sakata,38.9167,139.855,46.58,53,75,4.61,JP,2023-12-11 02:51:53
463,Nikolayevsk-On-Amure,53.1406,140.73,-4.18,89,100,15.64,RU,2023-12-11 02:51:53
464,Nguruka,-5.1092,31.0419,66.33,98,100,2.59,TZ,2023-12-11 02:51:53
465,Waycross,31.2136,-82.354,52.05,93,100,20.71,US,2023-12-11 02:51:53
466,Kailua-Kona,19.6406,-155.9956,82.98,73,40,4.61,US,2023-12-11 02:50:24
467,Jinchang,38.4953,102.1739,34.86,44,100,7.52,CN,2023-12-11 02:49:46
468,Roma,43.2128,-75.4557,39.34,94,100,10.36,US,2023-12-11 02:47:59
469,Nishinoomote,30.7333,131.0,66.76,100,75,16.11,JP,2023-12-11 02:51:53
470,Tubarjal,30.4999,38.216,61.07,53,99,8.86,SA,2023-12-11 02:51:53
471,Kirakira,-10.4544,161.9205,81.82,82,97,1.19,SB,2023-12-11 02:50:19
472,Nili,33.7218,66.1302,38.01,32,7,4.03,AF,2023-12-11 02:51:53
473,Umluj,25.0213,37.2685,77.34,65,83,9.6,SA,2023-12-11 02:51:53
474,Anshun,26.25,105.9333,57.88,80,100,5.03,CN,2023-12-11 02:51:53
475,Grande Prairie,55.1667,-118.8027,24.98,80,40,0.0,CA,2023-12-11 02:51:53
476,Uturoa,-16.7333,-151.4333,80.53,80,22,23.31,PF,2023-12-11 02:49:56
477,Al Kharj,24.155,47.3346,57.78,22,88,3.76,SA,2023-12-11 02:51:54
478,Monze,-16.2833,27.4833,69.42,81,86,9.75,ZM,2023-12-11 02:51:54
479,Hobyo,5.3505,48.5268,80.24,75,97,18.72,SO,2023-12-11 02:50:26
480,Forbes,-33.3833,148.0167,98.92,23,68,4.63,AU,2023-12-11 02:51:54
481,Tofol,5.3248,163.0078,87.58,70,75,13.8,FM,2023-12-11 02:51:54
482,Copala,16.65,-98.9833,78.37,81,65,2.17,MX,2023-12-11 02:49:35
483,Shimoda,34.6667,138.95,61.16,63,46,8.88,JP,2023-12-11 02:50:10
484,Ambo,-10.1308,-76.2047,62.92,91,46,1.92,PE,2023-12-11 02:51:54
485,Afif,23.9065,42.9172,56.41,29,69,9.28,SA,2023-12-11 02:51:54
486,Midvagur,62.0511,-7.1939,43.63,93,100,5.75,FO,2023-12-11 02:51:54
487,Spring Creek,40.7266,-115.5859,34.3,38,100,3.4,US,2023-12-11 02:51:54
488,Edd,13.9297,41.6925,78.33,61,29,15.26,ER,2023-12-11 02:51:54
489,Gadzhiyevo,69.2551,33.3362,6.17,93,88,15.12,RU,2023-12-11 02:50:13
490,Luwuk,-0.9516,122.7875,88.34,66,86,1.81,ID,2023-12-11 02:51:55
491,Shakawe,-18.3667,21.85,68.47,88,92,5.79,BW,2023-12-11 02:51:55
492,Mormugao,15.4,73.8,78.06,73,20,8.05,IN,2023-12-11 02:51:55
493,Broome,42.2506,-75.833,37.89,95,100,6.91,US,2023-12-11 02:51:55
494,Lazaro Cardenas,17.9583,-102.2,79.16,70,100,3.22,MX,2023-12-11 02:50:13
495,Manadhoo,5.7667,73.3833,82.78,77,100,4.81,MV,2023-12-11 02:51:55
496,Hosakote,14.2769,77.1699,72.25,72,87,10.71,IN,2023-12-11 02:51:55
497,Yerofey Pavlovich,53.9667,121.9667,-13.23,67,4,3.11,RU,2023-12-11 02:51:55
498,Kamen'-Na-Obi,53.7884,81.3423,-18.8,95,56,4.81,RU,2023-12-11 02:51:55
499,Ixtapa,20.7,-105.2,77.23,79,100,1.28,MX,2023-12-11 02:51:55
500,Ilhabela,-23.7781,-45.3581,72.09,92,100,10.96,BR,2023-12-11 02:51:56
501,Vila Velha,-20.3297,-40.2925,75.15,88,75,3.44,BR,2023-12-11 02:50:18
502,Antsiranana,-12.2787,49.2917,78.75,81,76,12.95,MG,2023-12-11 02:51:56
503,Keningau,5.3378,116.1602,85.19,64,96,1.3,MY,2023-12-11 02:51:56
504,Puerto Baquerizo Moreno,-0.9,-89.6,74.79,88,17,9.46,EC,2023-12-11 02:49:50
505,Manghit,42.1156,60.0597,24.78,26,100,19.48,UZ,2023-12-11 02:51:56
506,Limon,10.0,-83.0333,78.06,86,7,2.39,CR,2023-12-11 02:51:56
507,Zindah Jan,34.3426,61.7468,49.75,36,4,4.32,AF,2023-12-11 02:51:56
508,Bodaybo,57.8506,114.1933,-19.32,96,100,0.11,RU,2023-12-11 02:51:56
509,Labuan Bajo,-8.4964,119.8877,86.4,68,100,11.86,ID,2023-12-11 02:50:00
510,Glen Innes,-29.7333,151.7333,85.5,20,0,7.74,AU,2023-12-11 02:51:56
511,Al Ghayzah,16.2079,52.176,70.9,54,9,7.05,YE,2023-12-11 02:51:56
512,Todtnau,47.8294,7.9438,51.51,89,100,8.01,DE,2023-12-11 02:51:57
513,Hami,42.8,93.45,30.94,57,100,4.76,CN,2023-12-11 02:51:57
514,Westport,41.1415,-73.3579,61.59,91,100,19.57,US,2023-12-11 02:51:57
515,Hithadhoo,-0.6,73.0833,82.11,76,94,3.69,MV,2023-12-11 02:49:57
516,Baiyin,36.5583,104.2081,30.49,43,100,2.26,CN,2023-12-11 02:51:57
517,Zemetchino,53.4973,42.6163,14.18,85,100,13.71,RU,2023-12-11 02:51:57
518,Barkly West,-28.5354,24.5215,61.88,73,100,13.82,ZA,2023-12-11 02:51:57
519,Chibougamau,49.9168,-74.3659,22.62,93,75,9.22,CA,2023-12-11 02:51:57
520,Batouri,4.4333,14.3667,72.21,70,100,1.72,CM,2023-12-11 02:51:57
521,Iquique,-20.2208,-70.1431,68.04,68,100,1.5,CL,2023-12-11 02:51:57
522,Kununurra,-15.7667,128.7333,89.58,40,41,12.66,AU,2023-12-11 02:49:37
523,Ghanzi,-21.5667,21.7833,65.28,89,32,7.94,BW,2023-12-11 02:51:41
524,Nanao,37.05,136.9667,50.32,74,94,14.18,JP,2023-12-11 02:51:57
525,Reserva,-24.6503,-50.8506,60.55,100,100,1.16,BR,2023-12-11 02:51:58
526,Jamaame,0.0697,42.745,78.35,81,22,7.09,SO,2023-12-11 02:51:58
527,Blackwater,-23.5833,148.8833,77.27,61,100,16.71,AU,2023-12-11 02:49:51
528,Port Isabel,26.0734,-97.2086,51.06,71,0,0.0,US,2023-12-11 02:51:58
529,Usinsk,65.9939,57.5281,-19.93,100,100,1.01,RU,2023-12-11 02:51:58
530,Sandnessjoen,66.0217,12.6316,19.92,81,35,16.73,NO,2023-12-11 02:49:46
531,Lowestoft,52.4752,1.7516,52.23,79,97,30.49,GB,2023-12-11 02:51:58
532,Anaconda,46.1285,-112.9423,31.19,94,60,6.24,US,2023-12-11 02:51:58
533,Touros,-5.1989,-35.4608,79.14,71,50,7.81,BR,2023-12-11 02:49:45
534,Peace River,56.2501,-117.286,26.91,63,0,9.22,CA,2023-12-11 02:51:58
535,Christchurch,-43.5333,172.6333,75.54,48,6,20.71,NZ,2023-12-11 02:47:15
536,Presidente Olegario,-18.4178,-46.4181,67.6,80,99,2.68,BR,2023-12-11 02:51:58
537,Dabou,5.3256,-4.3769,79.36,84,8,5.41,CI,2023-12-11 02:51:58
538,Yigo Village,13.5361,144.8886,87.12,70,75,16.11,GU,2023-12-11 02:51:58
539,Sao Joao Da Barra,-21.6403,-41.0511,73.47,82,86,6.67,BR,2023-12-11 02:49:57
540,Kas,36.2018,29.6377,57.11,84,100,8.97,TR,2023-12-11 02:51:59
541,Pahrump,36.2083,-115.9839,51.31,21,100,1.61,US,2023-12-11 02:49:48
542,Yurty,56.0498,97.6348,-26.97,98,22,1.74,RU,2023-12-11 02:51:59
543,San Luis De La Loma,17.2706,-100.8939,79.92,73,100,2.77,MX,2023-12-11 02:50:13
544,Calera,33.1029,-86.7536,44.24,73,0,4.0,US,2023-12-11 02:51:59
545,Korocha,50.8107,37.1953,21.92,95,100,12.59,RU,2023-12-11 02:51:59
546,San Rafael,-34.6177,-68.3301,81.16,27,23,25.46,AR,2023-12-11 02:51:59
547,Sheldon,43.1811,-95.8561,27.14,86,100,4.61,US,2023-12-11 02:51:59
548,Samdrup Jongkhar,26.9167,91.6167,62.44,63,5,2.21,BT,2023-12-11 02:51:59
549,At Taj,24.2049,23.2857,51.3,59,0,8.95,LY,2023-12-11 02:51:59
550,Vyazemskiy,47.5378,134.7525,-2.54,78,9,14.18,RU,2023-12-11 02:50:18
551,Marbella,36.5154,-4.8858,57.25,41,0,4.12,ES,2023-12-11 02:51:59
552,Belokurikha,51.9959,84.9896,-5.26,93,48,2.35,RU,2023-12-11 02:52:00
553,Gebre Guracha,9.8,38.4,50.79,66,5,2.68,ET,2023-12-11 02:52:00
554,Ginir,7.1333,40.7,53.94,51,47,3.58,ET,2023-12-11 02:52:00
555,Songjiang,31.036,121.2146,57.06,79,99,15.14,CN,2023-12-11 02:49:49
556,Kampene,-3.6,26.6667,69.37,95,100,1.05,CD,2023-12-11 02:52:00
557,Howard Springs,-12.497,131.047,95.99,65,15,5.93,AU,2023-12-11 02:50:21
558,Vatra Dornei,47.35,25.3667,29.57,90,100,3.98,RO,2023-12-11 02:52:00
559,Shuangcheng,45.35,126.2833,-4.32,72,97,4.5,CN,2023-12-11 02:52:00
560,Barcelos,41.5388,-8.6151,62.74,95,100,8.46,PT,2023-12-11 02:46:40
561,Labuan,5.2767,115.2417,84.56,79,20,5.75,MY,2023-12-11 02:52:00
562,Baymak,52.5933,58.3225,-10.25,97,85,9.19,RU,2023-12-11 02:52:00
563,Rusape,-18.5278,32.1284,62.47,89,76,3.47,ZW,2023-12-11 02:52:00
564,South Hedland,-20.4089,118.5983,87.73,12,7,19.57,AU,2023-12-11 02:52:00
565,Barguzin,53.6167,109.6167,-14.1,94,74,4.32,RU,2023-12-11 02:52:01
566,Mandan,46.8267,-100.8896,26.96,92,75,6.91,US,2023-12-11 02:51:03
567,Aswan,24.0934,32.907,67.3,55,0,5.75,EG,2023-12-11 02:49:56
568,Labrador City,52.9463,-66.9114,31.91,93,100,14.97,CA,2023-12-11 02:50:08
569,Horsham,51.064,-0.3272,52.25,73,75,17.27,GB,2023-12-11 02:52:01
570,Xai-Xai,-25.0519,33.6442,75.56,92,76,6.55,MZ,2023-12-11 02:52:01
571,Noumea,-22.2763,166.4572,84.18,60,89,23.31,NC,2023-12-11 02:49:35
572,Tianshui,34.5439,105.6897,38.12,43,99,3.94,CN,2023-12-11 02:52:01
573,Honiara,-9.4333,159.95,86.07,70,89,6.64,SB,2023-12-11 02:52:01
574,Turabah,21.2141,41.6331,56.57,33,9,7.85,SA,2023-12-11 02:52:01
575,Nelson Bay,-32.7167,152.15,84.25,64,10,11.99,AU,2023-12-11 02:52:01
576,San Mateo Del Mar,16.2,-95.0,72.59,67,75,42.57,MX,2023-12-11 02:52:01
577,Portsmouth,50.799,-1.0913,53.91,73,68,24.74,GB,2023-12-11 02:50:04
578,Toliara,-23.35,43.6667,78.71,69,5,5.12,MG,2023-12-11 02:52:02
579,Ubari,26.5921,12.7805,49.53,79,0,7.47,LY,2023-12-11 02:50:00
580,Al Kharijah,25.4514,30.5464,59.58,33,6,4.25,EG,2023-12-11 02:52:02
581,Cruz Grande,16.7333,-99.1333,76.03,83,71,2.26,MX,2023-12-11 02:52:02
582,Port Said,31.2565,32.2841,58.98,88,0,0.0,EG,2023-12-11 02:52:02
583,Ambasa,23.9172,91.8472,68.52,66,0,2.04,IN,2023-12-11 02:52:02
584,Xinqing,48.2333,129.5,-3.23,69,5,9.15,CN,2023-12-11 02:52:02
585,Inarajan Village,13.2736,144.7484,88.77,82,100,14.99,GU,2023-12-11 02:52:02
586,Linxia Chengguanzhen,35.6003,103.2064,33.51,47,60,2.57,CN,2023-12-11 02:50:15
587,I-N-Salah,27.1935,2.4607,55.0,60,0,12.17,DZ,2023-12-11 02:49:56
588,Santo Antonio Do Ica,-3.1022,-67.9397,75.09,96,21,1.36,BR,2023-12-11 02:52:03
589,Kisangani,0.5167,25.2,68.29,99,96,1.66,CD,2023-12-11 02:52:03
590,Keflavik,64.0049,-22.5624,36.03,93,75,6.91,IS,2023-12-11 02:49:55
591,Sumbe,-11.2061,13.8437,78.76,87,100,6.2,AO,2023-12-11 02:52:03
592,Luban,51.1201,15.2877,43.14,93,100,17.45,PL,2023-12-11 02:52:03
593,Tallkayf,36.4894,43.1192,54.1,77,40,3.71,IQ,2023-12-11 02:52:03
594,Madang,-5.2246,145.7966,90.97,57,82,6.55,PG,2023-12-11 02:52:03
595,Mahina,-17.5065,-149.489,87.57,62,20,4.61,PF,2023-12-11 02:52:03
596,Doembang Nangbuat,14.8333,100.1,89.06,60,6,3.91,TH,2023-12-11 02:52:03
597,Welkom,-27.9864,26.7066,59.36,81,100,10.38,ZA,2023-12-11 02:52:04
